year,zone,sex,age_group,population,hypertension_count,prevalence_rate
2002-01-01T00:00:00.000,Zone 2 - Northern,F,80 +,4729,3420,72.32
2002-01-01T00:00:00.000,Zone 2 - Northern,M,20 to 29,9489,133,1.40
2002-01-01T00:00:00.000,Zone 2 - Northern,M,30 to 39,11290,732,6.48
2002-01-01T00:00:00.000,Zone 2 - Northern,M,40 to 49,12864,1892,14.71
2002-01-01T00:00:00.000,Zone 2 - Northern,M,50 to 59,10923,3230,29.57
2002-01-01T00:00:00.000,Zone 2 - Northern,M,60 to 69,7045,3237,45.95
2002-01-01T00:00:00.000,Zone 2 - Northern,M,70 to 79,4554,2712,59.55
2002-01-01T00:00:00.000,Zone 2 - Northern,M,80 +,2429,1557,64.10
2002-01-01T00:00:00.000,Zone 1 - Western,F,20 to 29,11504,225,1.96
2002-01-01T00:00:00.000,Zone 1 - Western,F,30 to 39,14786,852,5.76
2002-01-01T00:00:00.000,Zone 1 - Western,F,40 to 49,18011,2310,12.83
2002-01-01T00:00:00.000,Zone 1 - Western,F,50 to 59,15198,4658,30.65
2002-01-01T00:00:00.000,Zone 1 - Western,F,60 to 69,10232,4901,47.90
2002-01-01T00:00:00.000,Zone 1 - Western,F,70 to 79,7825,4918,62.85
2002-01-01T00:00:00.000,Zone 1 - Western,F,80 +,6464,4332,67.02
2002-01-01T00:00:00.000,Zone 1 - Western,M,20 to 29,11431,149,1.30
2002-01-01T00:00:00.000,Zone 1 - Western,M,30 to 39,13995,686,4.90
2002-01-01T00:00:00.000,Zone 1 - Western,M,40 to 49,17264,2074,12.01
2002-01-01T00:00:00.000,Zone 1 - Western,M,50 to 59,15068,3963,26.30
2002-01-01T00:00:00.000,Zone 1 - Western,M,60 to 69,10140,4124,40.67
2002-01-01T00:00:00.000,Zone 1 - Western,M,70 to 79,6588,3471,52.69
2002-01-01T00:00:00.000,Zone 1 - Western,M,80 +,3685,2054,55.74
2003-01-01T00:00:00.000,Zone 4 - Central,F,20 to 29,30517,415,1.36
2003-01-01T00:00:00.000,Zone 4 - Central,F,30 to 39,33482,1710,5.11
2003-01-01T00:00:00.000,Zone 4 - Central,F,40 to 49,35571,4499,12.65
2003-01-01T00:00:00.000,Zone 4 - Central,F,50 to 59,27264,8084,29.65
2003-01-01T00:00:00.000,Zone 4 - Central,F,60 to 69,16419,8386,51.07
2003-01-01T00:00:00.000,Zone 4 - Central,F,70 to 79,12228,8232,67.32
2003-01-01T00:00:00.000,Zone 4 - Central,F,80 +,9301,6843,73.57
2003-01-01T00:00:00.000,Zone 4 - Central,M,20 to 29,29039,391,1.35
2003-01-01T00:00:00.000,Zone 4 - Central,M,30 to 39,30418,1456,4.79
2003-01-01T00:00:00.000,Zone 4 - Central,M,40 to 49,33438,4082,12.21
2003-01-01T00:00:00.000,Zone 4 - Central,M,50 to 59,25712,7158,27.84
2003-01-01T00:00:00.000,Zone 4 - Central,M,60 to 69,15440,7091,45.93
2003-01-01T00:00:00.000,Zone 4 - Central,M,70 to 79,9509,5793,60.92
2003-01-01T00:00:00.000,Zone 4 - Central,M,80 +,4629,2964,64.03
2003-01-01T00:00:00.000,Zone 3 - Eastern,F,20 to 29,10301,224,2.17
2003-01-01T00:00:00.000,Zone 3 - Eastern,F,30 to 39,11448,858,7.49
2003-01-01T00:00:00.000,Zone 3 - Eastern,F,40 to 49,15233,2542,16.69
2003-01-01T00:00:00.000,Zone 3 - Eastern,F,50 to 59,13489,4864,36.06
2003-01-01T00:00:00.000,Zone 3 - Eastern,F,60 to 69,9129,4975,54.50
2003-01-01T00:00:00.000,Zone 3 - Eastern,F,70 to 79,6778,4734,69.84
2003-01-01T00:00:00.000,Zone 3 - Eastern,F,80 +,5842,4334,74.19
2003-01-01T00:00:00.000,Zone 3 - Eastern,M,20 to 29,10553,158,1.50
2003-01-01T00:00:00.000,Zone 3 - Eastern,M,30 to 39,11253,753,6.69
2003-01-01T00:00:00.000,Zone 3 - Eastern,M,40 to 49,14849,2280,15.35
2003-01-01T00:00:00.000,Zone 3 - Eastern,M,50 to 59,13890,4295,30.92
2003-01-01T00:00:00.000,Zone 3 - Eastern,M,60 to 69,9043,4443,49.13
2003-01-01T00:00:00.000,Zone 3 - Eastern,M,70 to 79,5516,3402,61.68
2003-01-01T00:00:00.000,Zone 3 - Eastern,M,80 +,2952,1924,65.18
2003-01-01T00:00:00.000,Zone 2 - Northern,F,20 to 29,9493,182,1.92
2003-01-01T00:00:00.000,Zone 2 - Northern,F,30 to 39,11166,792,7.09
2003-01-01T00:00:00.000,Zone 2 - Northern,F,40 to 49,13257,2161,16.30
2003-01-01T00:00:00.000,Zone 2 - Northern,F,50 to 59,11186,3810,34.06
2003-01-01T00:00:00.000,Zone 2 - Northern,F,60 to 69,7432,3992,53.71
2003-01-01T00:00:00.000,Zone 2 - Northern,F,70 to 79,5691,3934,69.13
2003-01-01T00:00:00.000,Zone 2 - Northern,F,80 +,4733,3537,74.73
2003-01-01T00:00:00.000,Zone 2 - Northern,M,20 to 29,9395,138,1.47
2003-01-01T00:00:00.000,Zone 2 - Northern,M,30 to 39,10982,732,6.67
2003-01-01T00:00:00.000,Zone 2 - Northern,M,40 to 49,12959,1954,15.08
2003-01-01T00:00:00.000,Zone 2 - Northern,M,50 to 59,11250,3440,30.58
2003-01-01T00:00:00.000,Zone 2 - Northern,M,60 to 69,7324,3472,47.41
2003-01-01T00:00:00.000,Zone 2 - Northern,M,70 to 79,4620,2875,62.23
2003-01-01T00:00:00.000,Zone 2 - Northern,M,80 +,2449,1653,67.50
2003-01-01T00:00:00.000,Zone 1 - Western,F,20 to 29,11487,237,2.06
2003-01-01T00:00:00.000,Zone 1 - Western,F,30 to 39,14097,864,6.13
2003-01-01T00:00:00.000,Zone 1 - Western,F,40 to 49,18275,2518,13.78
2003-01-01T00:00:00.000,Zone 1 - Western,F,50 to 59,15616,4932,31.58
2003-01-01T00:00:00.000,Zone 1 - Western,F,60 to 69,10612,5241,49.39
2003-01-01T00:00:00.000,Zone 1 - Western,F,70 to 79,7861,5128,65.23
2003-01-01T00:00:00.000,Zone 1 - Western,F,80 +,6555,4564,69.63
2003-01-01T00:00:00.000,Zone 1 - Western,M,20 to 29,11386,146,1.28
2003-01-01T00:00:00.000,Zone 1 - Western,M,30 to 39,13485,728,5.40
2003-01-01T00:00:00.000,Zone 1 - Western,M,40 to 49,17447,2214,12.69
2003-01-01T00:00:00.000,Zone 1 - Western,M,50 to 59,15459,4270,27.62
2003-01-01T00:00:00.000,Zone 1 - Western,M,60 to 69,10463,4438,42.42
2003-01-01T00:00:00.000,Zone 1 - Western,M,70 to 79,6719,3728,55.48
2003-01-01T00:00:00.000,Zone 1 - Western,M,80 +,3758,2214,58.91
2004-01-01T00:00:00.000,Zone 4 - Central,F,20 to 29,30960,429,1.39
2004-01-01T00:00:00.000,Zone 4 - Central,F,30 to 39,32956,1813,5.50
2004-01-01T00:00:00.000,Zone 4 - Central,F,40 to 49,36142,4737,13.11
2004-01-01T00:00:00.000,Zone 4 - Central,F,50 to 59,28313,8625,30.46
2004-01-01T00:00:00.000,Zone 4 - Central,F,60 to 69,17077,8914,52.20
2004-01-01T00:00:00.000,Zone 4 - Central,F,70 to 79,12313,8477,68.85
2004-01-01T00:00:00.000,Zone 4 - Central,F,80 +,9496,7170,75.51
2004-01-01T00:00:00.000,Zone 4 - Central,M,20 to 29,29548,387,1.31
2004-01-01T00:00:00.000,Zone 4 - Central,M,30 to 39,30042,1474,4.91
2004-01-01T00:00:00.000,Zone 4 - Central,M,40 to 49,34094,4325,12.69
2004-01-01T00:00:00.000,Zone 4 - Central,M,50 to 59,26638,7684,28.85
2004-01-01T00:00:00.000,Zone 4 - Central,M,60 to 69,16026,7585,47.33
2004-01-01T00:00:00.000,Zone 4 - Central,M,70 to 79,9737,6127,62.92
2004-01-01T00:00:00.000,Zone 4 - Central,M,80 +,4776,3163,66.23
2004-01-01T00:00:00.000,Zone 3 - Eastern,F,20 to 29,10205,214,2.10
2004-01-01T00:00:00.000,Zone 3 - Eastern,F,30 to 39,11085,906,8.17
2004-01-01T00:00:00.000,Zone 3 - Eastern,F,40 to 49,15113,2662,17.61
2004-01-01T00:00:00.000,Zone 3 - Eastern,F,50 to 59,13931,5076,36.44
2004-01-01T00:00:00.000,Zone 3 - Eastern,F,60 to 69,9460,5350,56.55
2004-01-01T00:00:00.000,Zone 3 - Eastern,F,70 to 79,6740,4831,71.68
2004-01-01T00:00:00.000,Zone 3 - Eastern,F,80 +,5891,4507,76.51
2004-01-01T00:00:00.000,Zone 3 - Eastern,M,20 to 29,10535,154,1.46
2004-01-01T00:00:00.000,Zone 3 - Eastern,M,30 to 39,10998,786,7.15
2004-01-01T00:00:00.000,Zone 3 - Eastern,M,40 to 49,14586,2343,16.06
2004-01-01T00:00:00.000,Zone 3 - Eastern,M,50 to 59,14405,4661,32.36
2004-01-01T00:00:00.000,Zone 3 - Eastern,M,60 to 69,9270,4708,50.79
2004-01-01T00:00:00.000,Zone 3 - Eastern,M,70 to 79,5562,3540,63.65
2004-01-01T00:00:00.000,Zone 3 - Eastern,M,80 +,3016,2055,68.14
2004-01-01T00:00:00.000,Zone 2 - Northern,F,20 to 29,9366,191,2.04
2004-01-01T00:00:00.000,Zone 2 - Northern,F,30 to 39,10906,795,7.29
2004-01-01T00:00:00.000,Zone 2 - Northern,F,40 to 49,13264,2229,16.80
2004-01-01T00:00:00.000,Zone 2 - Northern,F,50 to 59,11690,4137,35.39
2004-01-01T00:00:00.000,Zone 2 - Northern,F,60 to 69,7600,4191,55.14
2004-01-01T00:00:00.000,Zone 2 - Northern,F,70 to 79,5646,4002,70.88
2004-01-01T00:00:00.000,Zone 2 - Northern,F,80 +,4858,3761,77.42
2004-01-01T00:00:00.000,Zone 2 - Northern,M,20 to 29,9434,143,1.52
2004-01-01T00:00:00.000,Zone 2 - Northern,M,30 to 39,10584,720,6.80
2004-01-01T00:00:00.000,Zone 2 - Northern,M,40 to 49,13102,2112,16.12
2004-01-01T00:00:00.000,Zone 2 - Northern,M,50 to 59,11614,3665,31.56
2004-01-01T00:00:00.000,Zone 2 - Northern,M,60 to 69,7626,3787,49.66
2004-01-01T00:00:00.000,Zone 2 - Northern,M,70 to 79,4656,3021,64.88
2004-01-01T00:00:00.000,Zone 2 - Northern,M,80 +,2527,1751,69.29
2004-01-01T00:00:00.000,Zone 1 - Western,F,20 to 29,11445,225,1.97
2004-01-01T00:00:00.000,Zone 1 - Western,F,30 to 39,13624,875,6.42
2004-01-01T00:00:00.000,Zone 1 - Western,F,40 to 49,18361,2657,14.47
2004-01-01T00:00:00.000,Zone 1 - Western,F,50 to 59,16166,5216,32.27
2004-01-01T00:00:00.000,Zone 1 - Western,F,60 to 69,10928,5512,50.44
2004-01-01T00:00:00.000,Zone 1 - Western,F,70 to 79,7915,5315,67.15
2004-01-01T00:00:00.000,Zone 1 - Western,F,80 +,6590,4706,71.41
2004-01-01T00:00:00.000,Zone 1 - Western,M,20 to 29,11285,161,1.43
2004-01-01T00:00:00.000,Zone 1 - Western,M,30 to 39,13048,705,5.40
2004-01-01T00:00:00.000,Zone 1 - Western,M,40 to 49,17478,2380,13.62
2004-01-01T00:00:00.000,Zone 1 - Western,M,50 to 59,15903,4611,28.99
2004-01-01T00:00:00.000,Zone 1 - Western,M,60 to 69,10817,4757,43.98
2004-01-01T00:00:00.000,Zone 1 - Western,M,70 to 79,6828,3937,57.66
2004-01-01T00:00:00.000,Zone 1 - Western,M,80 +,3800,2305,60.66
